제목,장르,총 평점,유저 평점
글루미 선데이,드라마,3.7,3.5
28일 동안,드라마,3.2,3.0
페이스 오프,액션,3.8,3.5
시스터 액트,음악,3.9,3.5
엽문,액션,3.7,3.5
양들의 침묵,드라마,4.0,4.0
터미널,드라마,3.9,3.5
퍼시잭슨과 번개 도둑,모험,3.1,3.0
미션 임파서블,액션,4.0,4.0
청춘,드라마,2.5,2.0
으랏차차 스모부,스포츠,3.1,3.0
마이티 아프로디테,코미디,3.5,3.0
마이티,드라마,3.5,3.5
쉬리,액션,3.7,3.5
"지금, 만나러 갑니다",로맨스,3.9,3.5
뮬란,애니메이션,3.9,3.5
러브 오브 시베리아,코미디,3.7,3.5
동경공략,로맨스,2.6,2.5
너티 프로페서 2,판타지,2.6,2.5
너티 프로페서,SF,3.0,2.5
노팅 힐,로맨스,4.0,3.5
나우 유 씨 미: 마술사기단,범죄,3.8,3.5
비열한 거리,액션,3.6,3.5
굿 윌 헌팅,드라마,4.2,4.0
콘스탄틴,판타지,3.9,3.5
그 여자 작사 그 남자 작곡,로맨스,3.8,3.5
원티드,범죄,3.6,3.5
스텝 업,드라마,3.7,3.5
글래디에이터,액션,4.1,4.0
노트북,로맨스,4.0,3.5
토이 스토리 2,애니메이션,4.0,4.0
나비 효과,SF,4.0,4.0
늑대의 유혹,로맨스,2.9,2.5
그놈 목소리,스릴러,3.3,3.0
인생은 아름다워,드라마,4.4,4.0
노블리,로맨틱코미디,3.0,3.0
결전,시대극,2.8,2.5
라이온 킹,애니메이션,4.1,4.0
공동경비구역 JSA,드라마,3.9,3.5
식스 센스,드라마,4.1,4.0
내 머리 속의 지우개,로맨스,3.7,3.5
포레스트 검프,드라마,4.3,4.0
포스트맨,액션,2.7,2.5
포스트맨 블루스,범죄,3.3,3.0
레옹,액션,4.2,4.0
나 홀로 집에 2 - 뉴욕을 헤매다,가족,3.8,3.5
토이 스토리,애니메이션,4.1,4.0
나 홀로 집에,가족,4.0,3.5
쇼생크 탈출,드라마,4.4,4.0
박물관이 살아있다!,모험,3.4,3.0
어거스트 러쉬,드라마,3.9,3.5
테이큰,드라마,4.0,4.0
하울의 움직이는 성,판타지,4.2,4.0
타이타닉,로맨스,4.3,4.0
화이트아웃,액션,2.6,2.5
쿤둔,드라마,3.5,3.0
순류역류,액션,3.4,3.0
퍼스트 어벤져,액션,3.7,3.5
리플레이스먼트 킬러,스릴러,2.6,2.5
리플레이스먼트,스포츠,3.4,3.0
더 임파서블,재난,3.6,3.5
아이 엠 넘버 포,액션,3.1,3.0
나는 전설이다,모험,3.6,3.5
존 카터: 바숨 전쟁의 서막,액션,3.0,3.0
나인스 게이트,스릴러,3.0,2.5
심장이 뛴다,스릴러,3.0,2.5
개구쟁이 스머프,모험,3.4,3.0
회사원,액션,3.0,3.0
토르: 천둥의 신,액션,3.7,3.5
"안녕,헤이즐",로맨스,3.7,3.5
겟 카터,액션,2.4,2.0
트랜센던스,액션,3.3,3.0
빅 마마 하우스,코미디,3.5,3.0
남자가 사랑할 때,드라마,3.5,3.5
드래곤 길들이기 2,애니메이션,3.6,3.5
메이즈 러너,액션,3.8,3.5
패밀리 맨,코미디,3.8,3.5
키리쿠와 마녀,애니메이션,3.6,3.5
십이야,드라마,3.2,3.0
극장판 포켓몬스터 : 뮤츠의 역습,애니메이션,3.5,3.0
102 달마시안,코미디,3.3,3.0
101 달마시안,드라마,3.5,3.0
다운 투 유,로맨틱코미디,2.4,2.0
필로우 북,로맨스,3.1,3.0
동경의 주먹,드라마,3.5,3.0
용가리,판타지,1.7,1.5
엑시덴탈 스파이,액션,2.8,2.5
쿠스코? 쿠스코!,애니메이션,3.5,3.0
버티칼 리미트,액션,3.5,3.0
은행나무 침대 2 - 단적비연수,로맨스,2.0,2.0
리베라 메,액션,2.4,2.0
오 형제여 어디 있는가,모험,3.6,3.5
프리퀀시,SF,3.9,3.5
아메리칸 사이코,범죄,3.7,3.5
브링 잇 온,코미디,3.4,3.0
웰컴 미스터 맥도날드,코미디,3.5,3.5
포르노그래픽 어페어,로맨스,3.7,3.5
구멍,미스터리,2.1,2.0
구멍,대만,3.6,3.5
더 길티,스릴러,2.8,2.5
일곱가지 유혹,코미디,3.1,3.0
인랑,스릴러,3.4,3.0
순애보,로맨스,3.0,3.0
루나 파파,드라마,3.5,3.5
언브레이커블,드라마,3.4,3.0
그린치,판타지,3.0,3.0
치킨 런,애니메이션,3.5,3.0
대학로에서 매춘하다가 토막 살해 당한 여고생 아직 대학로에 있다,판타지,2.2,2.0
키드,드라마,3.2,3.0
아름다운 세상을 위하여,드라마,3.8,3.5
어글리 우먼,판타지,2.8,2.5
맨 오브 오너,드라마,3.7,3.5
7인의 새벽,액션,1.5,1.0
불후의 명작,로맨스,2.5,2.5
6번째 날,액션,3.2,3.0
자카르타,코미디,2.8,2.5
왓 위민 원트,코미디,3.5,3.5
눈물,드라마,2.6,2.5
프루프 오브 라이프,액션,2.8,2.5
아바론,판타지,2.7,2.5
광시곡,액션,1.1,1.0
천사몽,SF,1.2,1.0
나도 아내가 있었으면 좋겠다,로맨스,3.1,3.0
하루,로맨스,2.5,2.5
크림슨 리버,드라마,3.0,2.5
도쿄 맑음,드라마,3.1,3.0
컷,스릴러,1.8,1.5
신투차세대,액션,2.4,2.0
올빼미의 성,액션,2.5,2.5
베가 번스의 전설,스포츠,2.9,2.5
여우령,공포,2.4,2.0
너 어느 별에서 왔니?,SF,2.9,2.5
쥬바쿠,드라마,3.0,2.5
캐스트 어웨이,모험,4.0,3.5
번지 점프를 하다,드라마,3.7,3.5
빌리 엘리어트,드라마,4.1,4.0
말레나,코미디,3.5,3.0
초콜렛,로맨스,3.3,3.0
부에나 비스타 소셜 클럽,다큐멘터리,3.9,3.5
어둠 속의 댄서,범죄,3.8,3.5
너스 베티,코미디,3.0,3.0
패스워드,스릴러,3.2,3.0
드라큐라 2000,공포,2.5,2.0
트래픽,범죄,3.5,3.5
스내치,코미디,3.7,3.5
블레어 윗치,공포,3.2,3.0
블레어 윗치 2 - 어둠의 경전,공포,1.9,1.5
천국의 아이들,드라마,3.9,3.5
퀼스,드라마,3.3,3.0
캐논 인버스,로맨스,3.3,3.0
웨딩 플래너,로맨스,2.8,2.5
웨어 더 머니 이즈,드라마,2.9,2.5
행복한 가족 계획,일본,3.1,3.0
베로니카 - 사랑의 전설,로맨스,2.7,2.5
리멤버 타이탄,드라마,3.8,3.5
엑시트 운즈,액션,2.7,2.5
선물,로맨스,3.2,3.0
비밀의 화원,코미디,3.2,3.0
사국,공포,2.3,2.0
기프트,판타지,2.9,2.5
멕시칸,모험,2.9,2.5
성냥공장 소녀,드라마,3.8,3.5
한니발,범죄,3.6,3.5
첨밀밀 3 - 소살리토,로맨스,2.9,2.5
레인디어 게임,액션,2.6,2.5
인디안 썸머,로맨스,2.8,2.5
휴머니스트,코미디,2.1,2.0
교도소 월드컵,스포츠,2.4,2.0
프린스 앤 프린세스,애니메이션,3.8,3.5
투발루,판타지,3.5,3.5
에너미 앳 더 게이트,전쟁,4.0,4.0
썸원 라이크 유,로맨틱코미디,3.1,3.0
파이란,로맨스,3.7,3.5
파인딩 포레스터,드라마,3.7,3.5
15분,액션,3.2,3.0
수취인불명,드라마,3.2,3.0
친구,액션,3.8,3.5
D-13,드라마,3.5,3.5
오 그레이스,드라마,3.2,3.0
스워드피쉬,범죄,3.4,3.0
간장 선생,드라마,3.4,3.0
테일러 오브 파나마,드라마,2.7,2.5
진주만,액션,3.6,3.5
에볼루션,액션,3.1,3.0
브랜단 앤 트루디,로맨틱코미디,2.9,2.5
미이라 2,액션,3.3,3.0
미이라,액션,3.6,3.5
타인의 취향,코미디,3.7,3.5
파이널환타지,SF,2.6,2.5
노랑머리 2,로맨스,1.5,1.5
노랑머리,드라마,1.9,1.5
캣츠 앤 독스,액션,3.1,3.0
리틀 청,드라마,3.4,3.0
드리븐,스포츠,3.2,3.0
스파이더 게임,드라마,2.9,2.5
더 홀,드라마,3.1,3.0
소친친,로맨스,3.3,3.0
캠퍼스 레전드 2 - 파이널 컷,공포,2.1,2.0
캠퍼스 레전드,공포,2.6,2.5
슈렉,애니메이션,3.7,3.5
쥬라기 공원 3,스릴러,3.4,3.0
혹성 탈출,SF,3.4,3.0
하트브레이커스,코미디,3.1,3.0
소름,공포,3.1,3.0
신라의 달밤,액션,3.0,3.0
세이 예스,스릴러,2.2,2.0
시리즈 7,드라마,3.2,3.0
청혼,로맨틱코미디,3.0,2.5
마리포사,드라마,3.4,3.0
다운 투 어쓰,코미디,2.6,2.5
에이 아이,모험,4.0,3.5
길로틴 트래지디,시대극,3.3,3.0
늑대의 후예들,액션,3.0,3.0
기사 윌리엄,액션,3.4,3.0
비지터 3 - 저스트 비지팅,판타지,3.0,2.5
방콕 데인저러스,액션,2.8,2.5
메멘토,미스터리,4.1,4.0
스위트 노벰버,로맨스,3.0,3.0
아메리칸 스윗하트,드라마,2.7,2.5
엽기적인 그녀,드라마,3.8,3.5
러시 아워 3,액션,3.4,3.0
러시 아워 2,액션,3.4,3.0
러시 아워,액션,3.6,3.5
무사 쥬베이,판타지,3.4,3.0
무사,액션,2.9,2.5
자살 관광버스,드라마,3.1,3.0
차스키 차스키,드라마,3.5,3.0
엔젤 아이즈,로맨스,2.8,2.5
오리지널 씬,드라마,3.1,3.0
헤라 퍼플,판타지,1.3,1.0
트레이닝 데이,범죄,3.6,3.5
코렐리의 만돌린,로맨스,2.8,2.5
봄날은 간다,드라마,3.8,3.5
귀신이 온다,전쟁,4.0,4.0
넥스트 베스트 씽,로맨틱코미디,2.5,2.5
라이방,드라마,3.2,3.0
킬러들의 수다,드라마,3.3,3.0
폴락,드라마,3.3,3.0
북경 자전거,드라마,3.5,3.0
아모레스 페로스,드라마,3.8,3.5
아들의 방,드라마,3.6,3.5
고,액션,3.4,3.0
키스 오브 드래곤,액션,3.0,3.0
와니와 준하,로맨스,2.9,2.5
꽃섬,드라마,3.2,3.0
무서운 영화,공포,3.0,3.0
무서운 영화 2,코미디,3.0,2.5
스트레이트 스토리,드라마,3.7,3.5
갓 앤 몬스터,드라마,3.4,3.0
멀홀랜드 드라이브,스릴러,3.8,3.5
파라다이스 빌라,공포,2.1,2.0
스코어,스릴러,3.1,3.0
나의 즐거운 일기,드라마,3.7,3.5
고양이를 부탁해,드라마,3.3,3.0
흑수선,미스터리,2.2,2.0
센터 오브 월드,드라마,2.5,2.5
이것이 법이다,액션,2.0,2.0
나이트 크롤러,범죄,3.7,3.5
그레이의 50가지 그림자,드라마,2.7,2.5
위플래쉬,드라마,4.0,4.0
이미테이션 게임,드라마,3.8,3.5
버드맨,드라마,3.9,3.5
킹스맨 : 시크릿 에이전트,액션,4.1,4.0
이다,드라마,3.8,3.5
아메리칸 스나이퍼,스릴러,3.8,3.5
마미,드라마,3.8,3.5
폭스캐처,드라마,3.8,3.5
트라이브,범죄,3.3,3.0
강남 1970,드라마,2.9,2.5
허삼관,드라마,3.0,2.5
내일을 위한 시간,드라마,3.8,3.5
맵 투 더 스타,코미디,3.1,3.0
기술자들,범죄,2.9,2.5
국제시장,드라마,3.8,3.5
호빗: 다섯 군대 전투,판타지,3.8,3.5
"님아, 그 강을 건너지 마오",다큐멘터리,3.9,3.5
목숨,다큐멘터리,3.7,3.5
철의 꿈,다큐멘터리,3.4,3.0
언더 더 스킨,SF,3.1,3.0
엑소더스: 신들과 왕들,액션,3.0,2.5
갈증,스릴러,3.1,3.0
빅매치,액션,3.0,3.0
거인,드라마,3.8,3.5
카트,드라마,3.4,3.0
액트 오브 킬링,다큐멘터리,3.9,3.5
인터스텔라,모험,4.2,4.0
나의 독재자,드라마,2.9,2.5
보이후드,드라마,3.9,3.5
나를 찾아줘,드라마,3.9,3.5
제보자,드라마,3.4,3.0
마담 뺑덕,로맨스,2.5,2.5
경주,드라마,3.1,3.0
오직 사랑하는 이들만이 살아남는다,드라마,3.5,3.5
비긴 어게인,코미디,4.1,4.0
60만번의 트라이,드라마,3.5,3.0
자유의 언덕,드라마,3.6,3.5
타짜 - 신의 손,드라마,3.3,3.0
두근두근 내 인생,드라마,3.2,3.0
루시,액션,3.0,3.0
족구왕,코미디,3.4,3.0
모스트 원티드 맨,범죄,3.7,3.5
매직 인 더 문라이트,로맨스,3.2,3.0
YMCA 야구단,코미디,2.9,2.5
K-19 위도우메이커,드라마,3.5,3.0
40 데이즈 40 나이트,로맨틱코미디,2.8,2.5
2424,액션,1.5,1.0
2009 로스트 메모리즈,SF,2.6,2.5
휴먼 네이쳐,코미디,3.5,3.0
휘파람 공주,액션,1.4,1.0
후 아 유,로맨스,3.3,3.0
화산고,액션,2.4,2.0
호타루,드라마,3.1,3.0
헤드윅,음악,4.0,4.0
"해적, 디스코 왕 되다",드라마,2.3,2.0
해안선,액션,2.8,2.5
하트의 전쟁,드라마,3.2,3.0
하이 크라임,드라마,3.0,3.0
하얀 방,공포,2.1,2.0
피아노 치는 대통령,로맨틱코미디,2.4,2.0
피도 눈물도 없이,범죄,3.0,3.0
프롬 헬,공포,3.0,3.0
폰,공포,2.7,2.5
포제션,스릴러,3.5,3.5
포제션,로맨스,3.2,3.0
패닉 룸,드라마,3.5,3.0
판타스틱 소녀 백서,드라마,3.5,3.5
파이,드라마,3.5,3.0
트랩트,액션,3.0,3.0
턱시도,액션,3.2,3.0
타임 머신,액션,3.2,3.0
타운 앤 컨트리,코미디,2.0,1.5
퀸 오브 뱀파이어,공포,2.3,2.0
칸다하르,드라마,3.7,3.5
취화선,시대극,3.3,3.0
촉산전,액션,2.9,2.5
체인징 레인스,드라마,3.0,2.5
"철없는 아내와 파란만장한 남편, 그리고 태권소녀",판타지,2.1,2.0
챔피언,드라마,2.9,2.5
집으로 가는 길,드라마,3.6,3.5
집으로 가는 길,드라마,3.7,3.5
집으로...,드라마,3.8,3.5
중독,로맨스,2.9,2.5
좋은 사람 있으면 소개시켜줘,로맨스,2.4,2.0
좋은걸 어떡해,로맨틱코미디,2.7,2.5
존 큐,드라마,3.6,3.5
제이 앤 사일런트 밥,코미디,3.0,3.0
정글 쥬스,코미디,2.0,2.0
재밌는 영화,코미디,2.3,2.0
잔 다라,로맨스,2.8,2.5
일단 뛰어,코미디,2.2,2.0
인썸니아,스릴러,3.4,3.0
이 투 마마,드라마,3.3,3.0
유 캔 카운트 온 미,드라마,3.3,3.0
윈드토커,전쟁,3.2,3.0
위 워 솔저스,액션,3.6,3.5
원더풀 라이프,판타지,3.9,3.5
워크 투 리멤버,드라마,3.5,3.0
울랄라 씨스터즈,코미디,2.1,2.0
와이키키 브라더스,드라마,3.6,3.5
오아시스,드라마,3.6,3.5
오스틴 파워 골드멤버,범죄,3.0,3.0
오스틴 파워 - 제로,모험,3.1,3.0
오스틴 파워,범죄,3.1,3.0
오버 더 레인보우,드라마,3.0,3.0
연애소설,로맨스,3.4,3.0
엑스페리먼트,스릴러,3.5,3.5
에너미 라인스,액션,3.5,3.5
언페이스풀,로맨스,3.4,3.0
알리,드라마,3.2,3.0
아프리카,드라마,2.4,2.0
아이언 팜,코미디,1.6,1.5
아이스 에이지 2 : 멜트다운,애니메이션,3.5,3.0
아이스 에이지,애니메이션,3.6,3.5
아이리스,드라마,3.4,3.0
아스테릭스 : 미션 클레오파트라,판타지,2.8,2.5
아스테릭스,모험,2.9,2.5
아멜리에,로맨틱코미디,3.7,3.5
아 유 레디?,판타지,1.3,1.0
써클,스릴러,1.9,1.5
써클,드라마,3.4,3.0
싸인,SF,3.1,3.0
슬랙커즈,로맨틱코미디,2.5,2.0
스피릿,애니메이션,3.4,3.0
스파이 게임,액션,3.6,3.5
스튜어트 리틀 2,애니메이션,3.4,3.0
스튜어트 리틀,모험,3.6,3.5
스토커,드라마,3.1,3.0
스쿠비 두,미스터리,2.8,2.5
스콜피온 킹,스릴러,2.7,2.5
스위트 알라바마,로맨틱코미디,2.8,2.5
슈팅 라이크 베컴,코미디,3.0,2.5
쇼타임,코미디,2.7,2.5
소림축구,스포츠,3.5,3.0
세렌디피티,로맨스,3.6,3.5
성냥팔이 소녀의 재림,판타지,1.2,1.0
서프라이즈,드라마,2.3,2.0
생활의 발견,드라마,3.2,3.0
새는 폐곡선을 그린다,드라마,2.7,2.5
빵과 장미,드라마,3.5,3.5
비포 나잇 폴스,드라마,3.0,3.0
비밀 투표,코미디,3.6,3.5
비밀,판타지,2.7,2.5
비밀,로맨스,3.5,3.0
블레이드 II,판타지,3.5,3.0
블레이드,판타지,3.6,3.5
블랙 호크 다운,드라마,3.8,3.5
복수는 나의 것,드라마,3.9,3.5
복수는 나의 것,범죄,3.8,3.5
보스 상륙 작전,코미디,1.6,1.5
"버스, 정류장",로맨스,3.1,3.0
밴디츠,드라마,2.9,2.5
배드 컴퍼니,액션,2.8,2.5
바운스,드라마,2.7,2.5
바람이 우리를 데려다 주리라,드라마,3.9,3.5
오픈 유어 아이즈,드라마,3.8,3.5
바닐라 스카이,판타지,3.7,3.5
밀애,드라마,2.5,2.5
밀리언 달러 호텔,스릴러,3.3,3.0
미워도 다시 한번 2002,한국,2.1,2.0
뮤턴트 에일리언,애니메이션,3.2,3.0
뮤즈,코미디,2.7,2.5
물랑 루즈,로맨스,3.9,3.5
묻지마 패밀리,코미디,2.8,2.5
몽정기,틴에이저,2.4,2.0
몬테 크리스토 백작,액션,3.5,3.0
몬스터 주식회사,애니메이션,4.0,4.0
몬스터,범죄,3.6,3.5
몬스터 볼,로맨스,3.3,3.0
모탈 트랜스퍼,코미디,2.8,2.5
머더 바이 넘버,스릴러,2.8,2.5
맨 인 블랙 2,SF,3.7,3.5
맨 인 블랙,모험,3.9,3.5
마이너리티 리포트,액션,4.0,3.5
마법의 성,코미디,1.5,1.5
마리 이야기,애니메이션,3.0,2.5
릴로 & 스티치,애니메이션,3.6,3.5
로얄 테넌바움,코미디,3.8,3.5
로드 무비,드라마,3.0,3.0
로드 투 퍼디션,범죄,3.5,3.0
레퀴엠,공포,3.1,3.0
레퀴엠,드라마,4.0,4.0
레지던트 이블 2,액션,3.5,3.0
레지던트 이블,액션,3.7,3.5
레인 오브 파이어,액션,3.0,2.5
레드 드래곤,범죄,3.5,3.5
라이터를 켜라,코미디,2.9,2.5
라이드 위드 데블,서부극,3.3,3.0
라이딩 위드 보이즈,코미디,3.3,3.0
뚫어야 산다,코미디,1.5,1.5
디오스,판타지,2.9,2.5
디스터번스,스릴러,2.7,2.5
디 아더스,공포,3.6,3.5
듀스 비갈로,코미디,2.9,2.5
아빠 둘 엄마 하나,코미디,2.0,1.5
둘 하나 섹스,드라마,2.0,1.5
하나 그리고 둘,드라마,4.1,4.0
두사부일체,액션,3.0,3.0
돈 세이 워드,범죄,3.1,3.0
도니 다코,드라마,3.4,3.0
더 원,액션,2.8,2.5
4발가락,액션,2.0,1.5
내겐 너무 가벼운 그녀,로맨스,3.4,3.0
나쁜 남자,드라마,2.9,2.5
꿈 속의 여인,로맨틱코미디,3.0,3.0
긴급조치 19호,코미디,1.2,1.0
기쿠지로의 여름,코미디,3.7,3.5
그 남자는 거기 없었다,범죄,3.9,3.5
굳세어라 금순아,코미디,2.2,2.0
공공의 적,액션,3.7,3.5
공각기동대,애니메이션,3.9,3.5
고스포드 파크,드라마,3.6,3.5
고스트 쉽,공포,2.8,2.5
"결혼은, 미친짓이다",드라마,3.0,2.5
가문의 영광,로맨틱코미디,2.7,2.5
007 언리미티드,모험,3.3,3.0
007 네버 다이,액션,3.3,3.0
007 카지노 로얄,액션,3.8,3.5
007 어나더데이,액션,3.2,3.0
해피 에로 크리스마스,로맨틱코미디,1.8,1.5
팬티 속의 개미,코미디,2.5,2.0
분노의 질주,액션,3.8,3.5
패스트 & 퓨리어스 도쿄 드리프트,액션,3.4,3.0
터크 애버래스팅,로맨스,3.1,3.0
스파이 키드 2,판타지,2.9,2.5
스파이 키드,액션,3.0,3.0
스웹트 어웨이,코미디,2.6,2.5
레전드 오브 리타,드라마,3.3,3.0
도플갱어,스릴러,2.9,2.5
밀레니엄 맘보,드라마,3.8,3.5
신과 함께 가라,드라마,3.6,3.5
아리랑,드라마,3.3,3.0
아리랑,드라마,3.1,3.0
잡스,드라마,3.0,3.0
볼링 포 콜럼바인,다큐멘터리,3.7,3.5
캥거루 잭,코미디,2.6,2.5
펀치 드렁크 러브,코미디,3.7,3.5
컨텐더,드라마,3.2,3.0
씨비스킷,스포츠,3.3,3.0
피노키오,판타지,2.8,2.5
솔라리스,로맨스,3.1,3.0
엠퍼러스 클럽,드라마,3.6,3.5
찰리의 진실,스릴러,2.2,2.0
올드 스쿨,코미디,2.9,2.5
에블린,드라마,3.0,2.5
히 러브스 미,스릴러,3.3,3.0
다운 위드 러브,로맨틱코미디,3.0,3.0
스위밍 풀,범죄,3.3,3.0
와사비 : 레옹 파트2,액션,2.3,2.0
환생,드라마,3.2,3.0
환생,판타지,3.6,3.5
하프 패스트 데드,스릴러,2.6,2.5
파 프롬 헤븐,드라마,3.5,3.5
케이트 앤 레오폴드,판타지,3.2,3.0
어댑테이션,드라마,3.6,3.5
화성으로 간 사나이,로맨스,2.3,2.0
데이비드 게일,드라마,3.9,3.5
봄 여름 가을 겨울 그리고 봄,드라마,3.6,3.5
죽어도 좋아!,드라마,3.0,3.0
질투는 나의 힘,로맨스,3.2,3.0
별,로맨스,2.3,2.0
28주 후,드라마,3.6,3.5
돌이킬 수 없는,범죄,3.1,3.0
그녀에게,드라마,3.8,3.5
베터 댄 섹스,로맨틱코미디,2.9,2.5
도그빌,범죄,3.9,3.5
정사,로맨스,2.9,2.5
나크,스릴러,3.0,3.0
보리울의 여름,드라마,2.6,2.5
기묘한 이야기,공포,3.3,3.0
H,스릴러,2.6,2.5
에이미,호주,3.7,3.5
시몬,드라마,3.1,3.0
아메리칸 파이 2,코미디,3.0,2.5
아메리칸 파이,코미디,3.2,3.0
해피 투게더,로맨스,3.9,3.5
투게더,드라마,3.6,3.5
이도공간,공포,2.9,2.5
금발이 너무해 2,로맨틱코미디,3.2,3.0
금발이 너무해,로맨틱코미디,3.4,3.0
쇼쇼쇼,로맨틱코미디,1.9,1.5
아이 스파이,액션,2.7,2.5
디 아워스,드라마,3.7,3.5
오세암,애니메이션,3.7,3.5
웰컴 투 더 정글,코미디,2.8,2.5
컨페션,코미디,3.0,2.5
나의 그리스식 웨딩,드라마,3.2,3.0
폰 부스,범죄,3.8,3.5
어바웃 슈미트,드라마,3.5,3.5
데드 캠프,공포,3.0,2.5
쟈니 잉글리쉬,코미디,3.0,3.0
웰컴 투 콜린우드,코미디,3.1,3.0
센과 치히로의 행방불명,판타지,4.3,4.0
모노노케 히메,애니메이션,4.0,4.0
러브 인 맨하탄,코미디,3.0,2.5
미키 블루 아이즈,로맨틱코미디,2.8,2.5
세 가지 색 : 블루,드라마,3.6,3.5
그대 안의 블루,드라마,2.8,2.5
딥 블루 씨,스릴러,3.2,3.0
블루 데블,범죄,3.0,3.0
